image_file,total_detections,Bbox
final/full_stack/final_full_stack0792.tif,3,"[0.36315903067588806, 0.9537392258644104, 0.13609901070594788, 0.09231002628803253]"
final/full_stack/final_full_stack0792.tif,3,"[0.06204640120267868, 0.44539675116539, 0.12409280240535736, 0.11286317557096481]"
final/full_stack/final_full_stack0792.tif,3,"[0.6955487132072449, 0.4508135914802551, 0.13865359127521515, 0.11174920201301575]"
final/full_stack/final_full_stack0793.tif,3,"[0.6936169862747192, 0.45133477449417114, 0.1419203132390976, 0.11244117468595505]"
final/full_stack/final_full_stack0793.tif,3,"[0.06238134205341339, 0.4450671374797821, 0.12476268410682678, 0.1137857437133789]"
final/full_stack/final_full_stack0793.tif,3,"[0.36336928606033325, 0.9537726640701294, 0.136018767952919, 0.0923338532447815]"
final/full_stack/final_full_stack0794.tif,3,"[0.6949887275695801, 0.451056569814682, 0.13882853090763092, 0.11054504662752151]"
final/full_stack/final_full_stack0794.tif,3,"[0.0625738874077797, 0.44375601410865784, 0.1251477748155594, 0.11488054692745209]"
final/full_stack/final_full_stack0794.tif,3,"[0.3634830415248871, 0.9536505341529846, 0.13619273900985718, 0.09267594665288925]"
final/full_stack/final_full_stack0795.tif,3,"[0.6950595378875732, 0.450675368309021, 0.1387641578912735, 0.10973967611789703]"
final/full_stack/final_full_stack0795.tif,3,"[0.3637251853942871, 0.9536588191986084, 0.13680438697338104, 0.0926823765039444]"
final/full_stack/final_full_stack0795.tif,3,"[0.06252915412187576, 0.4433121383190155, 0.12505830824375153, 0.11685322225093842]"
final/full_stack/final_full_stack0796.tif,3,"[0.6944600939750671, 0.45099949836730957, 0.1396455317735672, 0.10931287705898285]"
final/full_stack/final_full_stack0796.tif,3,"[0.06201496720314026, 0.4441165030002594, 0.12402993440628052, 0.11339792609214783]"
final/full_stack/final_full_stack0796.tif,3,"[0.36379116773605347, 0.9537171125411987, 0.13617543876171112, 0.09256588667631149]"
final/full_stack/final_full_stack0797.tif,3,"[0.6944075226783752, 0.4516890347003937, 0.1396510899066925, 0.10914503782987595]"
final/full_stack/final_full_stack0797.tif,3,"[0.061903487890958786, 0.4446100890636444, 0.12380697578191757, 0.11191415041685104]"
final/full_stack/final_full_stack0797.tif,3,"[0.3636179566383362, 0.9538555145263672, 0.1352028250694275, 0.09228893369436264]"
final/full_stack/final_full_stack0798.tif,3,"[0.6944944858551025, 0.45154163241386414, 0.13984379172325134, 0.11081187427043915]"
final/full_stack/final_full_stack0798.tif,3,"[0.061758674681186676, 0.4448152184486389, 0.12351734936237335, 0.11296283453702927]"
final/full_stack/final_full_stack0798.tif,3,"[0.3634156584739685, 0.9537278413772583, 0.13659584522247314, 0.09254433214664459]"
final/full_stack/final_full_stack0799.tif,3,"[0.061510566622018814, 0.44490548968315125, 0.12302113324403763, 0.11244280636310577]"
final/full_stack/final_full_stack0799.tif,3,"[0.6955178380012512, 0.4518672823905945, 0.13987037539482117, 0.11041727662086487]"
final/full_stack/final_full_stack0799.tif,3,"[0.3638783097267151, 0.9536194801330566, 0.13689160346984863, 0.09276095777750015]"
final/full_stack/final_full_stack0800.tif,3,"[0.06203228607773781, 0.4447114169597626, 0.12406457215547562, 0.11267255246639252]"
final/full_stack/final_full_stack0800.tif,3,"[0.6959362626075745, 0.4523460566997528, 0.14141033589839935, 0.11091288179159164]"
final/full_stack/final_full_stack0800.tif,3,"[0.3645898699760437, 0.9537144303321838, 0.13693967461585999, 0.0925711840391159]"
final/full_stack/final_full_stack0801.tif,3,"[0.06175023317337036, 0.4443093538284302, 0.12350046634674072, 0.11211276054382324]"
final/full_stack/final_full_stack0801.tif,3,"[0.6964729428291321, 0.4523652493953705, 0.14120592176914215, 0.11162459850311279]"
final/full_stack/final_full_stack0801.tif,3,"[0.364586740732193, 0.9536921381950378, 0.1371576339006424, 0.09261571615934372]"
final/full_stack/final_full_stack0802.tif,3,"[0.06193605065345764, 0.44455018639564514, 0.12387210130691528, 0.1125107929110527]"
final/full_stack/final_full_stack0802.tif,3,"[0.6961497068405151, 0.4521980285644531, 0.14048881828784943, 0.11117693036794662]"
final/full_stack/final_full_stack0802.tif,3,"[0.36552542448043823, 0.953646183013916, 0.13385803997516632, 0.09270752966403961]"
final/full_stack/final_full_stack0803.tif,3,"[0.6961491107940674, 0.45085734128952026, 0.13620984554290771, 0.10872457921504974]"
final/full_stack/final_full_stack0803.tif,3,"[0.06210307404398918, 0.443346232175827, 0.12420614808797836, 0.11318938434123993]"
final/full_stack/final_full_stack0803.tif,3,"[0.3659319281578064, 0.9534820318222046, 0.13374397158622742, 0.09303592145442963]"
final/full_stack/final_full_stack0804.tif,3,"[0.6962452530860901, 0.45064783096313477, 0.1351749747991562, 0.10763537883758545]"
final/full_stack/final_full_stack0804.tif,3,"[0.061499517410993576, 0.4438600242137909, 0.12299903482198715, 0.11386486142873764]"
final/full_stack/final_full_stack0804.tif,3,"[0.36600959300994873, 0.9535472393035889, 0.13353657722473145, 0.0929054319858551]"
final/full_stack/final_full_stack0805.tif,3,"[0.6958670020103455, 0.45091089606285095, 0.13714347779750824, 0.10920169949531555]"
final/full_stack/final_full_stack0805.tif,3,"[0.062434129416942596, 0.4436197578907013, 0.12486825883388519, 0.11348366737365723]"
final/full_stack/final_full_stack0805.tif,3,"[0.3659338653087616, 0.9541153311729431, 0.1322273313999176, 0.09176936000585556]"
final/full_stack/final_full_stack0806.tif,3,"[0.6961407661437988, 0.45133233070373535, 0.13727502524852753, 0.10922503471374512]"
final/full_stack/final_full_stack0806.tif,3,"[0.36580225825309753, 0.9549506306648254, 0.13258972764015198, 0.09009857475757599]"
final/full_stack/final_full_stack0806.tif,3,"[0.06205176189541817, 0.44343841075897217, 0.12410352379083633, 0.11415838450193405]"
final/full_stack/final_full_stack0807.tif,3,"[0.6959476470947266, 0.45211371779441833, 0.1387958824634552, 0.11068940162658691]"
final/full_stack/final_full_stack0807.tif,3,"[0.06197068467736244, 0.44363826513290405, 0.12394136935472488, 0.11499819904565811]"
final/full_stack/final_full_stack0807.tif,3,"[0.36569008231163025, 0.9558640718460083, 0.13223662972450256, 0.08827196061611176]"
final/full_stack/final_full_stack0808.tif,3,"[0.6955565214157104, 0.45230114459991455, 0.1381368488073349, 0.10923898220062256]"
final/full_stack/final_full_stack0808.tif,3,"[0.06220553070306778, 0.4439147710800171, 0.12441106140613556, 0.11560819298028946]"
final/full_stack/final_full_stack0808.tif,3,"[0.3654218018054962, 0.9553542137145996, 0.13284873962402344, 0.08929155021905899]"
final/full_stack/final_full_stack0809.tif,3,"[0.6957310438156128, 0.4517151713371277, 0.13721568882465363, 0.10987008363008499]"
final/full_stack/final_full_stack0809.tif,3,"[0.061956364661455154, 0.4442879855632782, 0.12391272932291031, 0.11502152681350708]"
final/full_stack/final_full_stack0809.tif,3,"[0.3650425970554352, 0.9550395011901855, 0.13326194882392883, 0.08992090821266174]"
final/full_stack/final_full_stack0810.tif,3,"[0.06170160323381424, 0.44432467222213745, 0.12340320646762848, 0.11481582373380661]"
final/full_stack/final_full_stack0810.tif,3,"[0.6956220269203186, 0.4522087574005127, 0.1373404562473297, 0.10922673344612122]"
final/full_stack/final_full_stack0810.tif,3,"[0.3652568459510803, 0.9547541737556458, 0.13331766426563263, 0.09049154072999954]"
final/full_stack/final_full_stack0811.tif,3,"[0.06202932074666023, 0.44411954283714294, 0.12405864149332047, 0.11422894895076752]"
final/full_stack/final_full_stack0811.tif,3,"[0.6961285471916199, 0.4526042342185974, 0.13781188428401947, 0.10938738286495209]"
final/full_stack/final_full_stack0811.tif,3,"[0.36523205041885376, 0.954364001750946, 0.13427159190177917, 0.09127190709114075]"
final/full_stack/final_full_stack0812.tif,3,"[0.06157584860920906, 0.4444093108177185, 0.12315169721841812, 0.11321354657411575]"
final/full_stack/final_full_stack0812.tif,3,"[0.36673492193222046, 0.9543554186820984, 0.13621705770492554, 0.09128911048173904]"
final/full_stack/final_full_stack0812.tif,3,"[0.6967002749443054, 0.4529138505458832, 0.1381227970123291, 0.10976896435022354]"
final/full_stack/final_full_stack0813.tif,3,"[0.061930637806653976, 0.44399577379226685, 0.12386127561330795, 0.11291397362947464]"
final/full_stack/final_full_stack0813.tif,3,"[0.36711764335632324, 0.954298198223114, 0.13499696552753448, 0.0914035215973854]"
final/full_stack/final_full_stack0813.tif,3,"[0.696326732635498, 0.4528915286064148, 0.13827811181545258, 0.10923387855291367]"
final/full_stack/final_full_stack0814.tif,3,"[0.061943408101797104, 0.44414106011390686, 0.12388681620359421, 0.11274384707212448]"
final/full_stack/final_full_stack0814.tif,3,"[0.6966285705566406, 0.4527624249458313, 0.1381821185350418, 0.10943910479545593]"
final/full_stack/final_full_stack0814.tif,3,"[0.3654237389564514, 0.9546231031417847, 0.13131794333457947, 0.09075383841991425]"
final/full_stack/final_full_stack0815.tif,3,"[0.06156464293599129, 0.44436609745025635, 0.12312928587198257, 0.1135156974196434]"
final/full_stack/final_full_stack0815.tif,3,"[0.6970215439796448, 0.45270222425460815, 0.13757818937301636, 0.10877235233783722]"
final/full_stack/final_full_stack0815.tif,3,"[0.36586010456085205, 0.9542195796966553, 0.13198257982730865, 0.091560959815979]"
final/full_stack/final_full_stack0816.tif,3,"[0.06230108439922333, 0.44525012373924255, 0.12460216879844666, 0.11415477097034454]"
final/full_stack/final_full_stack0816.tif,3,"[0.6973918080329895, 0.4523913264274597, 0.13741318881511688, 0.11015710979700089]"
final/full_stack/final_full_stack0816.tif,3,"[0.36710959672927856, 0.9539164304733276, 0.13190509378910065, 0.0921531543135643]"
final/full_stack/final_full_stack0817.tif,3,"[0.6970124840736389, 0.4526767134666443, 0.13822239637374878, 0.11067423224449158]"
final/full_stack/final_full_stack0817.tif,3,"[0.06208624318242073, 0.4458540976047516, 0.12417248636484146, 0.11472904682159424]"
final/full_stack/final_full_stack0817.tif,3,"[0.36652374267578125, 0.9540573954582214, 0.13432422280311584, 0.09188518673181534]"
final/full_stack/final_full_stack0818.tif,3,"[0.0617598332464695, 0.4463220536708832, 0.123519666492939, 0.11356770247220993]"
final/full_stack/final_full_stack0818.tif,3,"[0.3665109872817993, 0.954403817653656, 0.13400301337242126, 0.09119229018688202]"
final/full_stack/final_full_stack0818.tif,3,"[0.6969068050384521, 0.452976256608963, 0.13918842375278473, 0.11072774976491928]"
final/full_stack/final_full_stack0819.tif,3,"[0.6969862580299377, 0.4534456133842468, 0.1396646797657013, 0.11083516478538513]"
final/full_stack/final_full_stack0819.tif,3,"[0.062034573405981064, 0.44675567746162415, 0.12406914681196213, 0.1132659986615181]"
final/full_stack/final_full_stack0819.tif,3,"[0.3658488094806671, 0.9544764757156372, 0.13529004156589508, 0.09104705601930618]"
final/full_stack/final_full_stack0820.tif,3,"[0.36631351709365845, 0.9543343186378479, 0.13497735559940338, 0.0913313776254654]"
final/full_stack/final_full_stack0820.tif,3,"[0.6968801021575928, 0.45373260974884033, 0.13867595791816711, 0.11056516319513321]"
final/full_stack/final_full_stack0820.tif,3,"[0.061652231961488724, 0.44666850566864014, 0.12330446392297745, 0.11229267716407776]"
final/full_stack/final_full_stack0821.tif,3,"[0.06178200989961624, 0.44607365131378174, 0.12356401979923248, 0.11161921173334122]"
final/full_stack/final_full_stack0821.tif,3,"[0.6968964338302612, 0.45395299792289734, 0.13904888927936554, 0.11019861698150635]"
final/full_stack/final_full_stack0821.tif,3,"[0.36630120873451233, 0.9539912939071655, 0.13545094430446625, 0.09201737493276596]"
final/full_stack/final_full_stack0822.tif,3,"[0.06217758730053902, 0.44580602645874023, 0.12435517460107803, 0.11145314574241638]"
final/full_stack/final_full_stack0822.tif,3,"[0.6964419484138489, 0.4539048671722412, 0.13847988843917847, 0.10971071571111679]"
final/full_stack/final_full_stack0822.tif,3,"[0.36691173911094666, 0.953854501247406, 0.13553044199943542, 0.09229101985692978]"
final/full_stack/final_full_stack0823.tif,3,"[0.06277068704366684, 0.44618749618530273, 0.12554137408733368, 0.1128779724240303]"
final/full_stack/final_full_stack0823.tif,3,"[0.3661569058895111, 0.9534731507301331, 0.13779933750629425, 0.09305360168218613]"
final/full_stack/final_full_stack0823.tif,3,"[0.6963488459587097, 0.45350274443626404, 0.13718844950199127, 0.10904797911643982]"
final/full_stack/final_full_stack0824.tif,3,"[0.062237050384283066, 0.444487065076828, 0.12447410076856613, 0.1128137931227684]"
final/full_stack/final_full_stack0824.tif,3,"[0.6960293650627136, 0.4535897374153137, 0.13697323203086853, 0.1088925302028656]"
final/full_stack/final_full_stack0824.tif,3,"[0.3655585050582886, 0.9541664123535156, 0.13353000581264496, 0.0916670486330986]"
final/full_stack/final_full_stack0825.tif,3,"[0.061973702162504196, 0.4445113241672516, 0.12394740432500839, 0.11257712543010712]"
final/full_stack/final_full_stack0825.tif,3,"[0.6960256695747375, 0.45385921001434326, 0.1373833864927292, 0.1087651178240776]"
final/full_stack/final_full_stack0825.tif,3,"[0.36583611369132996, 0.9543020129203796, 0.13201351463794708, 0.09139586985111237]"
final/full_stack/final_full_stack0826.tif,3,"[0.06180262938141823, 0.44476205110549927, 0.12360525876283646, 0.11152496188879013]"
final/full_stack/final_full_stack0826.tif,3,"[0.6964236497879028, 0.45362144708633423, 0.13598306477069855, 0.10663092136383057]"
final/full_stack/final_full_stack0826.tif,3,"[0.36673253774642944, 0.9545377492904663, 0.12816742062568665, 0.09085775166749954]"
final/full_stack/final_full_stack0827.tif,3,"[0.062134623527526855, 0.44440361857414246, 0.12426924705505371, 0.11252667754888535]"
final/full_stack/final_full_stack0827.tif,3,"[0.6965184211730957, 0.45404165983200073, 0.13775821030139923, 0.1082310751080513]"
final/full_stack/final_full_stack0827.tif,3,"[0.3668311834335327, 0.9544532895088196, 0.12811967730522156, 0.09096885472536087]"
final/full_stack/final_full_stack0828.tif,3,"[0.06261978298425674, 0.44400545954704285, 0.1252395659685135, 0.11346747726202011]"
final/full_stack/final_full_stack0828.tif,3,"[0.6969444751739502, 0.45475032925605774, 0.13688233494758606, 0.10787545144557953]"
final/full_stack/final_full_stack0828.tif,3,"[0.366242915391922, 0.953938901424408, 0.13194984197616577, 0.09212204813957214]"
final/full_stack/final_full_stack0829.tif,3,"[0.06244727224111557, 0.4447568356990814, 0.12489454448223114, 0.11207375675439835]"
final/full_stack/final_full_stack0829.tif,3,"[0.6970309615135193, 0.4546865224838257, 0.13617786765098572, 0.10701547563076019]"
final/full_stack/final_full_stack0829.tif,3,"[0.36624830961227417, 0.9539622664451599, 0.13581787049770355, 0.09207542985677719]"
final/full_stack/final_full_stack0830.tif,3,"[0.3665103614330292, 0.9544277787208557, 0.1352367401123047, 0.09114444255828857]"
final/full_stack/final_full_stack0830.tif,3,"[0.062296606600284576, 0.44499364495277405, 0.12459321320056915, 0.11161302030086517]"
final/full_stack/final_full_stack0830.tif,3,"[0.6965317130088806, 0.4544198215007782, 0.13561002910137177, 0.10709107667207718]"
final/full_stack/final_full_stack0831.tif,3,"[0.06221741810441017, 0.4448142349720001, 0.12443483620882034, 0.11197268217802048]"
final/full_stack/final_full_stack0831.tif,3,"[0.6962188482284546, 0.4545373022556305, 0.13677161931991577, 0.10809935629367828]"
final/full_stack/final_full_stack0831.tif,3,"[0.366529643535614, 0.9546028971672058, 0.13748572766780853, 0.09079411625862122]"
final/full_stack/final_full_stack0832.tif,3,"[0.06187756732106209, 0.44569170475006104, 0.12375513464212418, 0.11138428747653961]"
final/full_stack/final_full_stack0832.tif,3,"[0.3654789626598358, 0.9547486901283264, 0.13517920672893524, 0.09050270169973373]"
final/full_stack/final_full_stack0832.tif,3,"[0.6957483887672424, 0.4542050063610077, 0.13679218292236328, 0.10779238492250443]"
final/full_stack/final_full_stack0833.tif,3,"[0.062024910002946854, 0.4453984797000885, 0.12404982000589371, 0.11186422407627106]"
final/full_stack/final_full_stack0833.tif,3,"[0.365153044462204, 0.9544429779052734, 0.13681329786777496, 0.09111399948596954]"
final/full_stack/final_full_stack0833.tif,3,"[0.6957308053970337, 0.45383548736572266, 0.1365191787481308, 0.10804645717144012]"
final/full_stack/final_full_stack0834.tif,3,"[0.06195944920182228, 0.4447498917579651, 0.12391889840364456, 0.11200608313083649]"
final/full_stack/final_full_stack0834.tif,3,"[0.36580756306648254, 0.9544901847839355, 0.13500714302062988, 0.09101954102516174]"
final/full_stack/final_full_stack0834.tif,3,"[0.695697546005249, 0.45344874262809753, 0.13593082129955292, 0.10762578248977661]"
final/full_stack/final_full_stack0835.tif,3,"[0.06171151623129845, 0.4440303146839142, 0.1234230324625969, 0.11145529896020889]"
final/full_stack/final_full_stack0835.tif,3,"[0.36612728238105774, 0.9541159272193909, 0.1382022649049759, 0.09176803380250931]"
final/full_stack/final_full_stack0835.tif,3,"[0.6958325505256653, 0.453550785779953, 0.13570226728916168, 0.10672987252473831]"
final/full_stack/final_full_stack0836.tif,3,"[0.061489902436733246, 0.44419559836387634, 0.12297980487346649, 0.11056073755025864]"
final/full_stack/final_full_stack0836.tif,3,"[0.36569133400917053, 0.9538766741752625, 0.13625483214855194, 0.09224667400121689]"
final/full_stack/final_full_stack0836.tif,3,"[0.6959890127182007, 0.4534473419189453, 0.13482648134231567, 0.10611696541309357]"
final/full_stack/final_full_stack0837.tif,3,"[0.061498358845710754, 0.44438740611076355, 0.12299671769142151, 0.11144886910915375]"
final/full_stack/final_full_stack0837.tif,3,"[0.696542501449585, 0.4534142315387726, 0.13558074831962585, 0.10654426366090775]"
final/full_stack/final_full_stack0837.tif,3,"[0.36605510115623474, 0.9538260102272034, 0.13704834878444672, 0.09234794229269028]"
final/full_stack/final_full_stack0838.tif,3,"[0.06085663661360741, 0.44422298669815063, 0.12171327322721481, 0.11033390462398529]"
final/full_stack/final_full_stack0838.tif,3,"[0.6968507170677185, 0.453437864780426, 0.13738660514354706, 0.10840869694948196]"
final/full_stack/final_full_stack0838.tif,3,"[0.3657954931259155, 0.9539903402328491, 0.13441701233386993, 0.09201917052268982]"
final/full_stack/final_full_stack0839.tif,3,"[0.061177730560302734, 0.4443126618862152, 0.12235546112060547, 0.11096405982971191]"
final/full_stack/final_full_stack0839.tif,3,"[0.6972131133079529, 0.4533149003982544, 0.13759498298168182, 0.10946255922317505]"
final/full_stack/final_full_stack0839.tif,3,"[0.3663291335105896, 0.9537239074707031, 0.1311759352684021, 0.0925520807504654]"
final/full_stack/final_full_stack0840.tif,3,"[0.0615859255194664, 0.4450952112674713, 0.1231718510389328, 0.11205572634935379]"
final/full_stack/final_full_stack0840.tif,3,"[0.3670596182346344, 0.9535154104232788, 0.13280975818634033, 0.09296916425228119]"
final/full_stack/final_full_stack0840.tif,3,"[0.6971340179443359, 0.45327192544937134, 0.13713069260120392, 0.10923013836145401]"
final/full_stack/final_full_stack0841.tif,3,"[0.061555374413728714, 0.44535115361213684, 0.12311074882745743, 0.11147993057966232]"
final/full_stack/final_full_stack0841.tif,3,"[0.3666236996650696, 0.9538599848747253, 0.13176709413528442, 0.09228004515171051]"
final/full_stack/final_full_stack0841.tif,3,"[0.697149395942688, 0.4536767601966858, 0.13673515617847443, 0.10823173820972443]"
final/full_stack/final_full_stack0842.tif,3,"[0.06232708692550659, 0.4454752802848816, 0.12465417385101318, 0.11221908777952194]"
final/full_stack/final_full_stack0842.tif,3,"[0.36589184403419495, 0.9543337821960449, 0.13207663595676422, 0.0913323238492012]"
final/full_stack/final_full_stack0842.tif,3,"[0.69771808385849, 0.45375606417655945, 0.13723856210708618, 0.10815032571554184]"
final/full_stack/final_full_stack0843.tif,3,"[0.0623350515961647, 0.4449167847633362, 0.1246701031923294, 0.1124664694070816]"
final/full_stack/final_full_stack0843.tif,3,"[0.3664037585258484, 0.954530656337738, 0.13462163507938385, 0.09093879163265228]"
final/full_stack/final_full_stack0843.tif,3,"[0.6969627737998962, 0.4532195031642914, 0.13743528723716736, 0.10795015096664429]"
final/full_stack/final_full_stack0844.tif,3,"[0.3659416437149048, 0.954758882522583, 0.13496309518814087, 0.09048227965831757]"
final/full_stack/final_full_stack0844.tif,3,"[0.6965652704238892, 0.4530614912509918, 0.13617989420890808, 0.10718785226345062]"
final/full_stack/final_full_stack0844.tif,3,"[0.062208984047174454, 0.44534099102020264, 0.12441796809434891, 0.11228693276643753]"
final/full_stack/final_full_stack0845.tif,3,"[0.6962891817092896, 0.4531942903995514, 0.13602110743522644, 0.1071397215127945]"
final/full_stack/final_full_stack0845.tif,3,"[0.3657611906528473, 0.9551823139190674, 0.13474377989768982, 0.08963534981012344]"
final/full_stack/final_full_stack0845.tif,3,"[0.061112627387046814, 0.4453245997428894, 0.12222525477409363, 0.11089896410703659]"
final/full_stack/final_full_stack0846.tif,3,"[0.060776058584451675, 0.44524937868118286, 0.12155211716890335, 0.11015346646308899]"
final/full_stack/final_full_stack0846.tif,3,"[0.6962348818778992, 0.4533018171787262, 0.1353129893541336, 0.10667966306209564]"
final/full_stack/final_full_stack0846.tif,3,"[0.36621934175491333, 0.9548205137252808, 0.13486537337303162, 0.09035888314247131]"
final/full_stack/final_full_stack0847.tif,3,"[0.06119826063513756, 0.44511500000953674, 0.12239652127027512, 0.11036335676908493]"
final/full_stack/final_full_stack0847.tif,3,"[0.696060299873352, 0.45276549458503723, 0.13561029732227325, 0.10723526775836945]"
final/full_stack/final_full_stack0847.tif,3,"[0.36633795499801636, 0.9549371004104614, 0.13410982489585876, 0.09012570977210999]"
final/full_stack/final_full_stack0848.tif,3,"[0.06139480695128441, 0.44459283351898193, 0.12278961390256882, 0.11032437533140182]"
final/full_stack/final_full_stack0848.tif,3,"[0.3666195571422577, 0.9549944400787354, 0.13599900901317596, 0.0900111123919487]"
final/full_stack/final_full_stack0848.tif,3,"[0.696163535118103, 0.4527389109134674, 0.13565316796302795, 0.10730448365211487]"
final/full_stack/final_full_stack0849.tif,3,"[0.06174515187740326, 0.4447035491466522, 0.12349030375480652, 0.11186911910772324]"
final/full_stack/final_full_stack0849.tif,3,"[0.36590465903282166, 0.9549171924591064, 0.1334429681301117, 0.09016570448875427]"
final/full_stack/final_full_stack0849.tif,3,"[0.6966730356216431, 0.45297980308532715, 0.13503681123256683, 0.10717735439538956]"
final/full_stack/final_full_stack0850.tif,3,"[0.06157512217760086, 0.4446416199207306, 0.12315024435520172, 0.11135530471801758]"
final/full_stack/final_full_stack0850.tif,3,"[0.36641737818717957, 0.9549825191497803, 0.13221925497055054, 0.09003493934869766]"
final/full_stack/final_full_stack0850.tif,3,"[0.6972609758377075, 0.45290282368659973, 0.13603945076465607, 0.10842680186033249]"
final/full_stack/final_full_stack0851.tif,3,"[0.0610642246901989, 0.44485098123550415, 0.1221284493803978, 0.11104687303304672]"
final/full_stack/final_full_stack0851.tif,3,"[0.6969374418258667, 0.4525626599788666, 0.13695397973060608, 0.10935349017381668]"
final/full_stack/final_full_stack0851.tif,3,"[0.36679762601852417, 0.9546810984611511, 0.13174134492874146, 0.09063781797885895]"
final/full_stack/final_full_stack0852.tif,3,"[0.06181832775473595, 0.4454877972602844, 0.1236366555094719, 0.11193691194057465]"
final/full_stack/final_full_stack0852.tif,3,"[0.3667149543762207, 0.9548265933990479, 0.13027359545230865, 0.09034678339958191]"
final/full_stack/final_full_stack0852.tif,3,"[0.6969765424728394, 0.45271995663642883, 0.13691136240959167, 0.10914229601621628]"
final/full_stack/final_full_stack0853.tif,3,"[0.06178653612732887, 0.44595593214035034, 0.12357307225465775, 0.11267983168363571]"
final/full_stack/final_full_stack0853.tif,3,"[0.6968078017234802, 0.45225125551223755, 0.13777786493301392, 0.10851436108350754]"
final/full_stack/final_full_stack0853.tif,3,"[0.3669223189353943, 0.9550809264183044, 0.12941758334636688, 0.08983798325061798]"
final/full_stack/final_full_stack0854.tif,3,"[0.061822596937417984, 0.4462902247905731, 0.12364519387483597, 0.1128300353884697]"
final/full_stack/final_full_stack0854.tif,3,"[0.6970802545547485, 0.4527865946292877, 0.13727374374866486, 0.10870833694934845]"
final/full_stack/final_full_stack0854.tif,3,"[0.36740028858184814, 0.955308735370636, 0.12910926342010498, 0.08938250690698624]"
final/full_stack/final_full_stack0855.tif,3,"[0.06141987442970276, 0.4457581341266632, 0.12283974885940552, 0.11337698251008987]"
final/full_stack/final_full_stack0855.tif,3,"[0.6968804597854614, 0.4528050720691681, 0.13637718558311462, 0.10886591672897339]"
final/full_stack/final_full_stack0855.tif,3,"[0.36704158782958984, 0.9556018710136414, 0.12979914247989655, 0.08879627287387848]"
final/full_stack/final_full_stack0856.tif,3,"[0.06232493743300438, 0.4464637339115143, 0.12464987486600876, 0.11289151757955551]"
final/full_stack/final_full_stack0856.tif,3,"[0.3665008246898651, 0.9555588364601135, 0.13175414502620697, 0.08888240903615952]"
final/full_stack/final_full_stack0856.tif,3,"[0.6966949701309204, 0.4530954957008362, 0.13505789637565613, 0.10841044783592224]"
final/full_stack/final_full_stack0857.tif,3,"[0.36688143014907837, 0.9556278586387634, 0.13103331625461578, 0.08874426782131195]"
final/full_stack/final_full_stack0857.tif,3,"[0.06175227463245392, 0.44667303562164307, 0.12350454926490784, 0.11190959066152573]"
final/full_stack/final_full_stack0857.tif,3,"[0.6963969469070435, 0.45319533348083496, 0.13501496613025665, 0.10788892954587936]"
final/full_stack/final_full_stack0858.tif,3,"[0.3672086298465729, 0.9553838968276978, 0.13187691569328308, 0.08923216909170151]"
final/full_stack/final_full_stack0858.tif,3,"[0.06122629716992378, 0.4463825225830078, 0.12245259433984756, 0.11124444007873535]"
final/full_stack/final_full_stack0858.tif,3,"[0.6965956687927246, 0.4533059597015381, 0.1347273290157318, 0.10735800117254257]"
final/full_stack/final_full_stack0859.tif,3,"[0.06139658764004707, 0.4457024037837982, 0.12279317528009415, 0.11204900592565536]"
final/full_stack/final_full_stack0859.tif,3,"[0.36708584427833557, 0.9548746347427368, 0.1330617368221283, 0.09025071561336517]"
final/full_stack/final_full_stack0859.tif,3,"[0.6969037652015686, 0.4529886841773987, 0.1345278024673462, 0.1073523759841919]"
final/full_stack/final_full_stack0860.tif,3,"[0.061648909002542496, 0.44502419233322144, 0.12329781800508499, 0.11248767375946045]"
final/full_stack/final_full_stack0860.tif,3,"[0.3666822016239166, 0.9545714855194092, 0.13453857600688934, 0.09085699915885925]"
final/full_stack/final_full_stack0860.tif,3,"[0.6971272826194763, 0.45286571979522705, 0.13517935574054718, 0.10744640976190567]"
final/full_stack/final_full_stack0861.tif,3,"[0.061708446592092514, 0.4451289474964142, 0.12341689318418503, 0.1117979884147644]"
final/full_stack/final_full_stack0861.tif,3,"[0.6970102787017822, 0.45251891016960144, 0.13595852255821228, 0.10707207024097443]"
final/full_stack/final_full_stack0861.tif,3,"[0.3665771186351776, 0.9547462463378906, 0.13102200627326965, 0.0905076190829277]"
final/full_stack/final_full_stack0862.tif,3,"[0.06191669777035713, 0.4453495442867279, 0.12383339554071426, 0.11225294321775436]"
final/full_stack/final_full_stack0862.tif,3,"[0.6967489719390869, 0.45210596919059753, 0.13689211010932922, 0.10770941525697708]"
final/full_stack/final_full_stack0862.tif,3,"[0.36742067337036133, 0.9547989964485168, 0.13012975454330444, 0.09040199965238571]"
final/full_stack/final_full_stack0863.tif,3,"[0.061829887330532074, 0.44490930438041687, 0.12365977466106415, 0.11245157569646835]"
final/full_stack/final_full_stack0863.tif,3,"[0.6968644261360168, 0.4524609446525574, 0.13729864358901978, 0.10741402208805084]"
final/full_stack/final_full_stack0863.tif,3,"[0.3676188588142395, 0.9545098543167114, 0.12964588403701782, 0.09098020195960999]"
final/full_stack/final_full_stack0864.tif,3,"[0.06193184852600098, 0.444486141204834, 0.12386369705200195, 0.11236201226711273]"
final/full_stack/final_full_stack0864.tif,3,"[0.36726194620132446, 0.9542359113693237, 0.129297137260437, 0.09152814745903015]"
final/full_stack/final_full_stack0864.tif,3,"[0.6964600682258606, 0.4524860978126526, 0.13692983984947205, 0.10849866271018982]"
